molecule_chembl_id,canonical_smiles,pIC50,MW,LogP,TPSA
CHEMBL2382367,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccc(C#N)cc5)C4)C[C@@H]3C(=O)O)c2c1,1.3010299956639813,499.6110000000003,4.897580000000004,106.67999999999999
CHEMBL1718255,Cc1sc2nc(SCC(=O)Nc3ccc(Cl)c(C(=O)O)c3)nc(O)c2c1C,1.3010299956639813,423.9030000000002,4.096140000000002,112.41000000000001
CHEMBL3343997,CNc1cc(CCNC(=O)c2ccc3oc(O)nc3c2)nc(-c2ccncc2)n1,1.3010299956639813,390.40300000000013,2.3996000000000004,126.06
CHEMBL3344003,CCc1cc(=O)nc(SCC(=O)Nc2cccc(C(=O)O)c2)[nH]1,1.3010299956639813,333.369,1.7613,112.15
CHEMBL3344002,CC(Cc1c[nH]c2ccccc12)NC(=O)CSS(=O)(=O)O,1.3010299956639813,328.415,1.7510999999999999,99.26
CHEMBL3344004,CCOc1cc(/C=C(\C#N)c2nc3ccc(C)cc3[nH]2)ccc1OCC(=O)O,1.3010299956639813,377.4000000000001,3.797600000000001,108.23
CHEMBL3809184,O=C(O)C(=O)Nc1ccc(NC(=O)c2cc(Br)c(Br)[nH]2)cc1,1.2924298239020637,431.04,2.8151,111.28999999999999
CHEMBL4763407,O=C(O)C(=O)Nc1ccc2nc(NC(=O)c3cc(Br)c(Br)[nH]3)[nH]c2c1,1.0969100130080565,471.065,2.6914,139.96999999999997
CHEMBL3343205,Nc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1.031517051446065,386.53900000000016,4.459400000000004,49.489999999999995
CHEMBL3908487,O=C(O)C(=O)Nc1ccc2nc(NC(=O)c3cc(Br)c(Br)[nH]3)sc2c1,1.0,488.117,3.4248000000000003,124.17999999999998
CHEMBL5432283,COc1ccc2nccc(OC[C@H]3CC[C@H](NC(=O)c4cc(F)c(Cl)c(F)c4)CC3)c2n1,1.0,461.8960000000002,4.937600000000004,73.34
CHEMBL3589534,O=C(O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)CC2,0.9208187539523752,492.1490000000001,2.3066000000000004,124.17999999999998
CHEMBL4076111,CCNC(=O)Nc1cc2ccccc2cn1,0.8927900303521317,215.256,2.3762000000000008,54.02
CHEMBL3343204,O=[N+]([O-])c1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.5800442515102421,416.52100000000013,4.7854000000000045,66.61
CHEMBL3589078,O=C(O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,0.5228787452803376,403.2470000000002,2.0884,124.17999999999998
CHEMBL3589075,CCOC(=O)C(=O)Nc1nc2c(s1)C[C@@H](NC(=O)c1cc(Cl)c(Cl)[nH]1)CC2,0.494850021680094,431.30100000000016,2.5669000000000004,113.18
CHEMBL3343202,COc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.4775557664936802,401.5500000000001,4.885800000000005,32.7
CHEMBL3343206,CN(C)c1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.4775557664936802,414.59300000000013,4.943200000000005,26.71
CHEMBL3808620,O=C(Nc1ccc(N2CCCC(C(=O)O)C2)cc1)c1cc(Br)c(Br)[nH]1,0.37675070960209955,471.149,4.093000000000003,85.43
CHEMBL3342823,O=C(OO)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.3565473235138126,475.5850000000001,4.778100000000005,90.23
CHEMBL3342827,O=C(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.3010299956639812,459.5860000000001,4.846500000000005,81.0
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.09691001300805645,232.23899999999998,1.4230200000000002,72.19
